144,THERMAL01,0.0
145,THERMAL01,0.0
146,THERMAL01,0.0
147,THERMAL01,0.0
148,THERMAL01,0.0
149,THERMAL01,0.0
150,THERMAL01,0.0
151,THERMAL01,0.0
152,THERMAL01,0.0
153,THERMAL01,189.7
154,THERMAL01,0.0
155,THERMAL01,0.0
156,THERMAL01,0.0
157,THERMAL01,0.0
158,THERMAL01,0.0
159,THERMAL01,0.0
160,THERMAL01,0.0
161,THERMAL01,0.0
162,THERMAL01,0.0
163,THERMAL01,197.3
164,THERMAL01,180.6
165,THERMAL01,248.7
166,THERMAL01,0.0
167,THERMAL01,0.0
144,THERMAL02,0.0
145,THERMAL02,0.0
146,THERMAL02,0.0
147,THERMAL02,0.0
148,THERMAL02,0.0
149,THERMAL02,183.4
150,THERMAL02,0.0
151,THERMAL02,0.0
152,THERMAL02,0.0
153,THERMAL02,0.0
154,THERMAL02,0.0
155,THERMAL02,0.0
156,THERMAL02,168.6
157,THERMAL02,0.0
158,THERMAL02,0.0
159,THERMAL02,0.0
160,THERMAL02,0.0
161,THERMAL02,0.0
162,THERMAL02,0.0
163,THERMAL02,192.7
164,THERMAL02,192.3
165,THERMAL02,253.2
166,THERMAL02,189.5
167,THERMAL02,0.0
144,THERMAL03,0.0
145,THERMAL03,0.0
146,THERMAL03,0.0
147,THERMAL03,0.0
148,THERMAL03,0.0
149,THERMAL03,0.0
150,THERMAL03,0.0
151,THERMAL03,0.0
152,THERMAL03,0.0
153,THERMAL03,0.0
154,THERMAL03,0.0
155,THERMAL03,0.0
156,THERMAL03,0.0
157,THERMAL03,0.0
158,THERMAL03,0.0
159,THERMAL03,202.4
160,THERMAL03,0.0
161,THERMAL03,0.0
162,THERMAL03,0.0
163,THERMAL03,0.0
164,THERMAL03,0.0
165,THERMAL03,7.78743346541e-11
166,THERMAL03,0.0
167,THERMAL03,0.0
144,THERMAL04,0.0
145,THERMAL04,0.0
146,THERMAL04,0.0
147,THERMAL04,0.0
148,THERMAL04,0.0
149,THERMAL04,333.4
150,THERMAL04,0.0
151,THERMAL04,0.0
152,THERMAL04,0.0
153,THERMAL04,0.0
154,THERMAL04,0.0
155,THERMAL04,0.0
156,THERMAL04,348.9
157,THERMAL04,0.0
158,THERMAL04,0.0
159,THERMAL04,0.0
160,THERMAL04,0.0
161,THERMAL04,0.0
162,THERMAL04,0.0
163,THERMAL04,300.0
164,THERMAL04,328.1
165,THERMAL04,436.4
166,THERMAL04,0.0
167,THERMAL04,0.0
144,THERMAL05,0.0
145,THERMAL05,0.0
146,THERMAL05,0.0
147,THERMAL05,0.0
148,THERMAL05,0.0
149,THERMAL05,0.0
150,THERMAL05,0.0
151,THERMAL05,0.0
152,THERMAL05,0.0
153,THERMAL05,0.0
154,THERMAL05,0.0
155,THERMAL05,0.0
156,THERMAL05,0.0
157,THERMAL05,0.0
158,THERMAL05,0.0
159,THERMAL05,0.0
160,THERMAL05,0.0
161,THERMAL05,0.0
162,THERMAL05,0.0
163,THERMAL05,0.0
164,THERMAL05,0.0
165,THERMAL05,317.0
166,THERMAL05,0.0
167,THERMAL05,0.0
144,THERMAL06,1486.9
145,THERMAL06,1390.7
146,THERMAL06,1564.8
147,THERMAL06,1301.3
148,THERMAL06,1167.2
149,THERMAL06,1576.8
150,THERMAL06,1558.1
151,THERMAL06,1380.2
152,THERMAL06,1450.3
153,THERMAL06,1487.2
154,THERMAL06,1504.9
155,THERMAL06,1511.4
156,THERMAL06,1310.1
157,THERMAL06,1324.9
158,THERMAL06,1308.2
159,THERMAL06,1557.4
160,THERMAL06,1306.7
161,THERMAL06,1577.1
162,THERMAL06,1342.6
163,THERMAL06,1382.2
164,THERMAL06,1434.1
165,THERMAL06,1529.7
166,THERMAL06,1451.2
167,THERMAL06,1311.5
144,THERMAL07,0.0
145,THERMAL07,0.0
146,THERMAL07,0.0
147,THERMAL07,6.35136387928e-13
148,THERMAL07,0.0
149,THERMAL07,0.0
150,THERMAL07,0.0
151,THERMAL07,0.0
152,THERMAL07,0.0
153,THERMAL07,857.0
154,THERMAL07,900.9
