144,14730.2,P_R_UP
145,13520.699999999999,P_R_UP
146,12288.2,P_R_UP
147,12950.400000000001,P_R_UP
148,11028.8,P_R_UP
149,12872.899999999998,P_R_UP
150,12676.5,P_R_UP
151,15215.5,P_R_UP
152,17590.800000000003,P_R_UP
153,20102.5,P_R_UP
154,20912.400000000005,P_R_UP
155,19648.700000000004,P_R_UP
156,19903.399999999998,P_R_UP
157,19597.3,P_R_UP
158,18640.299999999996,P_R_UP
159,19428.399999999998,P_R_UP
160,19022.699999999997,P_R_UP
161,19125.100000000006,P_R_UP
162,19084.699999999993,P_R_UP
163,22276.0,P_R_UP
164,20510.799999999996,P_R_UP
165,22026.399999999994,P_R_UP
166,20081.4,P_R_UP
167,17344.9,P_R_UP
144,9421.0,P_R_DOWN
145,8447.2,P_R_DOWN
146,7334.6,P_R_DOWN
147,7861.1,P_R_DOWN
148,7010.199999999999,P_R_DOWN
149,8285.099999999999,P_R_DOWN
150,7789.1,P_R_DOWN
151,9987.5,P_R_DOWN
152,9917.4,P_R_DOWN
153,11382.800000000003,P_R_DOWN
154,12346.400000000001,P_R_DOWN
155,11191.700000000003,P_R_DOWN
156,11544.199999999999,P_R_DOWN
157,11331.0,P_R_DOWN
158,11008.499999999998,P_R_DOWN
159,10963.9,P_R_DOWN
160,10738.5,P_R_DOWN
161,11056.7,P_R_DOWN
162,11483.799999999996,P_R_DOWN
163,12285.6,P_R_DOWN
164,11812.899999999998,P_R_DOWN
165,12914.499999999995,P_R_DOWN
166,11821.000000000002,P_R_DOWN
167,11143.400000000001,P_R_DOWN
144,12314.4,PROD_TOT
145,11058.0,PROD_TOT
146,9443.6,PROD_TOT
147,10380.1,PROD_TOT
148,8580.9,PROD_TOT
149,10285.6,PROD_TOT
150,9579.5,PROD_TOT
151,12771.599999999999,PROD_TOT
152,12291.9,PROD_TOT
153,15183.700000000003,PROD_TOT
154,16096.900000000003,PROD_TOT
155,14211.000000000007,PROD_TOT
156,15064.799999999997,PROD_TOT
157,14740.200000000003,PROD_TOT
158,13639.399999999998,PROD_TOT
159,14573.7,PROD_TOT
160,13344.2,PROD_TOT
161,13757.499999999998,PROD_TOT
162,14237.099999999999,PROD_TOT
163,17288.8,PROD_TOT
164,15590.299999999997,PROD_TOT
165,17096.899999999994,PROD_TOT
166,15221.700000000003,PROD_TOT
167,12495.1,PROD_TOT
