149.35,0,27.900000000000034,32.969999999999985,1,D,143.22,6.13,339695.14146400033
137.09,1,40.830000000000055,20.70999999999996,1,D,130.29000000000002,6.8,339695.14146400033
130.96,2,47.850000000000016,14.579999999999993,1,D,123.27000000000002,7.689999999999999,339695.14146400033
128.25999999999996,3,52.680000000000035,11.879999999999955,1,D,120.08000000000004,8.18,339695.14146400033
127.89,4,52.26000000000002,11.50999999999998,1,D,120.08000000000004,7.81,339695.14146400033
131.43,5,48.240000000000016,15.049999999999995,1,D,122.88000000000002,8.55,339695.14146400033
142.16,6,36.74000000000001,25.77999999999999,1,D,134.38000000000002,7.7799999999999985,339695.14146400033
161.61999999999995,7,20.220000000000017,45.24,1,D,150.9,10.72,339695.14146400033
181.55,8,41.25100000000003,39.17,1,D,168.08900000000003,13.460999999999999,339695.14146400033
194.66,9,43.74,42.88,1,D,180.02,14.64,339695.14146400033
201.32,10,40.46,49.540000000000035,1,D,183.3,18.02,339695.14146400033
200.92,11,42.58000000000006,49.13999999999995,1,D,181.18,19.74,339695.14146400033
203.38000000000005,12,42.039999999999964,51.60000000000004,1,D,181.72,21.66,339695.14146400033
204.53,13,41.93000000000001,52.75,1,D,181.83,22.7,339695.14146400033
200.51000000000008,14,45.87999999999998,48.73000000000002,1,D,177.88000000000005,22.630000000000006,339695.14146400033
192.6,15,55.32000000000001,40.81999999999999,1,D,168.44000000000003,24.16,339695.14146400033
192.16000000000003,16,54.411000000000016,40.37999999999997,1,D,169.34900000000005,22.811,339695.14146400033
200.46000000000004,17,40.19,48.68000000000002,1,D,183.57,16.89,339695.14146400033
206.73,18,40.140000000000015,50.74999999999997,1,D,190.11,16.62,339695.14146400033
209.28000000000003,19,40.2,49.10000000000001,1,D,196.26,13.02,339695.14146400033
213.16000000000003,20,42.10000000000001,48.77999999999999,1,D,200.85,12.31,339695.14146400033
219.19,21,43.02999999999997,50.61,1,D,206.13,13.06,339695.14146400033
195.92,22,41.72000000000001,42.73999999999997,1,D,184.14,11.78,339695.14146400033
170.88,23,46.68000000000002,30.89999999999995,1,D,158.84000000000003,12.04,339695.14146400033
149.34999999999997,0,27.900000000000052,32.96999999999996,1,R,143.22,6.13,320061.4315600007
137.09000000000003,1,40.83000000000001,20.709999999999987,1,R,130.29000000000002,6.8,320061.4315600007
