144,SOLAR01,0.0
145,SOLAR01,0.0
146,SOLAR01,0.0
147,SOLAR01,0.0
148,SOLAR01,0.0
149,SOLAR01,0.0
150,SOLAR01,0.0
151,SOLAR01,15.6
152,SOLAR01,103.1
153,SOLAR01,249.6
154,SOLAR01,436.0
155,SOLAR01,533.1
156,SOLAR01,631.5
157,SOLAR01,678.3
158,SOLAR01,580.5
159,SOLAR01,563.4
160,SOLAR01,505.6
161,SOLAR01,427.0
162,SOLAR01,260.2
163,SOLAR01,101.6
164,SOLAR01,10.8
165,SOLAR01,0.0
166,SOLAR01,0.0
167,SOLAR01,0.0
144,SOLAR02,0.0
145,SOLAR02,0.0
146,SOLAR02,0.0
147,SOLAR02,0.0
148,SOLAR02,0.0
149,SOLAR02,0.0
150,SOLAR02,0.0
151,SOLAR02,10.3
152,SOLAR02,72.9
153,SOLAR02,172.0
154,SOLAR02,237.2
155,SOLAR02,325.3
156,SOLAR02,349.5
157,SOLAR02,417.8
158,SOLAR02,372.3
159,SOLAR02,338.8
160,SOLAR02,311.4
161,SOLAR02,257.7
162,SOLAR02,143.6
163,SOLAR02,60.5
164,SOLAR02,5.3
165,SOLAR02,0.0
166,SOLAR02,0.0
167,SOLAR02,0.0
144,WIND01,422.5
145,WIND01,472.9
146,WIND01,415.8
147,WIND01,482.5
148,WIND01,281.9
149,WIND01,329.4
150,WIND01,238.9
151,WIND01,330.4
152,WIND01,322.6
153,WIND01,434.7
154,WIND01,396.8
155,WIND01,461.2
156,WIND01,510.8
157,WIND01,426.0
158,WIND01,515.9
159,WIND01,519.9
160,WIND01,479.4
161,WIND01,536.2
162,WIND01,544.3
163,WIND01,551.9
164,WIND01,441.4
165,WIND01,249.1
166,WIND01,346.7
167,WIND01,486.8
144,WIND02,356.0
145,WIND02,345.6
146,WIND02,483.5
147,WIND02,432.2
148,WIND02,441.0
149,WIND02,446.9
150,WIND02,494.8
151,WIND02,445.1
152,WIND02,504.3
153,WIND02,475.2
154,WIND02,413.6
155,WIND02,386.7
156,WIND02,293.6
157,WIND02,350.2
158,WIND02,349.4
159,WIND02,340.4
160,WIND02,385.3
161,WIND02,384.7
162,WIND02,422.8
163,WIND02,399.2
164,WIND02,440.5
165,WIND02,486.2
166,WIND02,410.5
167,WIND02,372.0
