12314.400000000003,144,2304.1000000000004,2967.8
11058.0,145,2374.0000000000005,2466.4999999999995
9443.599999999999,146,2844.6000000000013,2108.999999999999
10380.100000000002,147,2091.099999999999,2827.4000000000024
8580.9,148,3774.3,640.3999999999999
10285.599999999999,149,1359.4999999999998,2619.300000000001
9579.5,150,2829.5000000000005,1870.3999999999992
12771.6,151,1842.7000000000007,3165.599999999998
12291.9,152,4077.2000000000016,2078.7999999999984
15183.7,153,2156.1000000000004,4669.200000000001
16096.9,154,1617.3999999999996,4688.500000000003
14211.000000000005,155,3110.9999999999977,3307.5000000000036
15064.8,156,2177.0000000000036,4211.2999999999965
14740.2,157,2820.599999999999,3787.4000000000005
13639.400000000001,158,3550.399999999997,2672.000000000001
14573.7,159,2658.8999999999983,3861.3000000000006
13344.199999999999,160,4315.999999999998,2580.2999999999993
13757.499999999998,161,3656.400000000001,2696.3000000000006
14237.099999999999,162,3632.8999999999987,2598.4999999999995
17288.799999999996,163,822.9000000000058,5733.399999999995
15590.299999999997,164,3230.8,3804.899999999999
17096.899999999998,165,1398.2999999999995,4879.3
15221.7,166,1923.0000000000002,4152.599999999999
12495.1,167,2605.800000000001,2809.8999999999987
