144,11535.9,THERMAL
145,10174.2,THERMAL
146,8390.7,THERMAL
147,9286.9,THERMAL
148,7699.0,THERMAL
149,9493.1,THERMAL
150,8845.8,THERMAL
151,11886.3,THERMAL
152,11084.8,THERMAL
153,13248.1,THERMAL
154,13863.9,THERMAL
155,11552.0,THERMAL
156,12196.9,THERMAL
157,11726.8,THERMAL
158,10686.9,THERMAL
159,11749.5,THERMAL
160,10712.1,THERMAL
161,11279.7,THERMAL
162,12213.4,THERMAL
163,15804.4,THERMAL
164,14533.6,THERMAL
165,16312.8,THERMAL
166,14435.6,THERMAL
167,11523.4,THERMAL
144,778.5,RENEWABLE
145,818.5,RENEWABLE
146,899.3,RENEWABLE
147,914.7,RENEWABLE
148,829.4,RENEWABLE
149,776.3,RENEWABLE
150,733.7,RENEWABLE
151,801.4,RENEWABLE
152,1002.9,RENEWABLE
153,1331.5,RENEWABLE
154,1483.6,RENEWABLE
155,1706.3,RENEWABLE
156,1785.4,RENEWABLE
157,1872.3,RENEWABLE
158,1818.1,RENEWABLE
159,1762.5,RENEWABLE
160,1681.7,RENEWABLE
161,1605.6,RENEWABLE
162,1370.9,RENEWABLE
163,1113.2,RENEWABLE
164,898.0,RENEWABLE
165,735.3,RENEWABLE
166,757.2,RENEWABLE
167,858.8,RENEWABLE
