144,THERMAL01,stop
145,THERMAL01,idle
146,THERMAL01,idle
147,THERMAL01,idle
148,THERMAL01,idle
149,THERMAL01,idle
150,THERMAL01,idle
151,THERMAL01,idle
152,THERMAL01,idle
153,THERMAL01,start
154,THERMAL01,stop
155,THERMAL01,idle
156,THERMAL01,idle
157,THERMAL01,idle
158,THERMAL01,idle
159,THERMAL01,idle
160,THERMAL01,idle
161,THERMAL01,idle
162,THERMAL01,idle
163,THERMAL01,start
164,THERMAL01,active
165,THERMAL01,active
166,THERMAL01,stop
167,THERMAL01,idle
144,THERMAL02,stop
145,THERMAL02,idle
146,THERMAL02,idle
147,THERMAL02,idle
148,THERMAL02,idle
149,THERMAL02,start
150,THERMAL02,stop
151,THERMAL02,idle
152,THERMAL02,idle
153,THERMAL02,idle
154,THERMAL02,idle
155,THERMAL02,idle
156,THERMAL02,start
157,THERMAL02,stop
158,THERMAL02,idle
159,THERMAL02,idle
160,THERMAL02,idle
161,THERMAL02,idle
162,THERMAL02,idle
163,THERMAL02,start
164,THERMAL02,active
165,THERMAL02,active
166,THERMAL02,active
167,THERMAL02,stop
144,THERMAL03,stop
145,THERMAL03,idle
146,THERMAL03,idle
147,THERMAL03,idle
148,THERMAL03,idle
149,THERMAL03,idle
150,THERMAL03,idle
151,THERMAL03,idle
152,THERMAL03,idle
153,THERMAL03,idle
154,THERMAL03,idle
155,THERMAL03,idle
156,THERMAL03,idle
157,THERMAL03,idle
158,THERMAL03,idle
159,THERMAL03,start
160,THERMAL03,stop
161,THERMAL03,idle
162,THERMAL03,idle
163,THERMAL03,idle
164,THERMAL03,idle
165,THERMAL03,idle
166,THERMAL03,idle
167,THERMAL03,idle
144,THERMAL04,stop
145,THERMAL04,idle
146,THERMAL04,idle
147,THERMAL04,idle
148,THERMAL04,idle
149,THERMAL04,start
150,THERMAL04,stop
151,THERMAL04,idle
152,THERMAL04,idle
153,THERMAL04,idle
154,THERMAL04,idle
155,THERMAL04,idle
156,THERMAL04,start
157,THERMAL04,stop
158,THERMAL04,idle
159,THERMAL04,idle
160,THERMAL04,idle
161,THERMAL04,idle
162,THERMAL04,idle
163,THERMAL04,start
164,THERMAL04,active
165,THERMAL04,active
166,THERMAL04,stop
167,THERMAL04,idle
144,THERMAL05,stop
145,THERMAL05,idle
146,THERMAL05,idle
147,THERMAL05,idle
148,THERMAL05,idle
149,THERMAL05,idle
150,THERMAL05,idle
151,THERMAL05,idle
152,THERMAL05,idle
153,THERMAL05,idle
154,THERMAL05,idle
155,THERMAL05,idle
156,THERMAL05,idle
157,THERMAL05,idle
158,THERMAL05,idle
159,THERMAL05,idle
160,THERMAL05,idle
161,THERMAL05,idle
162,THERMAL05,idle
163,THERMAL05,idle
164,THERMAL05,idle
165,THERMAL05,start
166,THERMAL05,stop
167,THERMAL05,idle
144,THERMAL06,active
145,THERMAL06,active
146,THERMAL06,active
147,THERMAL06,active
148,THERMAL06,active
149,THERMAL06,active
150,THERMAL06,active
151,THERMAL06,active
152,THERMAL06,active
153,THERMAL06,active
154,THERMAL06,active
155,THERMAL06,active
156,THERMAL06,active
157,THERMAL06,active
158,THERMAL06,active
159,THERMAL06,active
160,THERMAL06,active
161,THERMAL06,active
162,THERMAL06,active
163,THERMAL06,active
164,THERMAL06,active
165,THERMAL06,active
166,THERMAL06,active
167,THERMAL06,active
144,THERMAL07,stop
145,THERMAL07,idle
146,THERMAL07,idle
147,THERMAL07,idle
148,THERMAL07,idle
149,THERMAL07,idle
150,THERMAL07,idle
151,THERMAL07,idle
152,THERMAL07,idle
153,THERMAL07,start
154,THERMAL07,active
155,THERMAL07,stop
156,THERMAL07,idle
157,THERMAL07,idle
158,THERMAL07,idle
159,THERMAL07,idle
160,THERMAL07,idle
161,THERMAL07,idle
162,THERMAL07,start
163,THERMAL07,active
164,THERMAL07,active
165,THERMAL07,active
166,THERMAL07,active
167,THERMAL07,stop
144,THERMAL08,stop
145,THERMAL08,idle
146,THERMAL08,idle
147,THERMAL08,idle
148,THERMAL08,idle
149,THERMAL08,idle
150,THERMAL08,idle
151,THERMAL08,idle
152,THERMAL08,idle
153,THERMAL08,idle
154,THERMAL08,start
155,THERMAL08,stop
156,THERMAL08,idle
157,THERMAL08,idle
158,THERMAL08,idle
159,THERMAL08,idle
160,THERMAL08,idle
161,THERMAL08,idle
162,THERMAL08,idle
163,THERMAL08,start
164,THERMAL08,active
